image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3263215700_e27f81f8b9.jpg,White dog retrieving stick from water
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3528105511_12ff45dc9c.jpg,A person is riding a bike high in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3320209694_db579cb607.jpg,A man in a red shirt climbing a cliff
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2565657591_6c1cdfc092.jpg,A boy is jumping up to take a jump near a rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1334892555_1beff092c3.jpg,A little girl is holding a bucket and a young girl is standing on a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3109780402_dbae082dc5.jpg,A girl poses on a colorful bench
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2512683710_991c9d466d.jpg,A red and white dog is standing on a water in front of a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3035785330_2fd5e32bb1.jpg,"a cat takes a picture of a large , brown and black dog with a neon black top"
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2064792226_97e41d8167.jpg,A woman in a bicycle is passing by a street bench that is cheering .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3133044777_8cc930a4ec.jpg,The girl has just finished walking through the field of yellow and red tulips .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1094462889_f9966dafa6.jpg,A tan dog in a bathing suit is walking through deep snow in a snowy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/540873795_ae62ae6f60.jpg,A man in a white coat is jumping on a white carpet and is in a living room .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2285741931_07159a21f2.jpg,A girl in a blue and white coat is riding on a scooter near wooden bars .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3015891201_2c1a9e5cd7.jpg,A costumed woman is holding a toy in its hand and poses for a picture .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/540604040_bec822c144.jpg,A child in a red shirt is jumping on a playground swing in front of a playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1433088025_bce2cb69f8.jpg,"Two women wearing blue , blue and blue outfits running ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3222250187_ef610f267e.jpg,A girl is wearing pink and pink is kicking the ball on a beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2580215443_4e64afe3d5.jpg,A group of people play a game with a man holding a building behind them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/263233914_d25004e4cd.jpg,A black and white dog swimming underwater in a pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/346253487_687150ab04.jpg,A child is holding a toy with one hand in a line of green flowers .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2282260240_55387258de.jpg,Girls wearing pink shirts and heels holding onto harnesses with a child nearby .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/106514190_bae200f463.jpg,A skier is attempting to hike down a snow covered mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3547600292_6f8aac7f2e.jpg,A black bird is flying through the air on a black and blue floor .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1163282319_b729b24c46.jpg,A little girl in blue is jumping off a rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241346146_f27759296d.jpg,"An American footballer in a red outfit and red helmet is attacking the player who has the ball , and his other players are running towards the water shirt the brown helmet the red grassy stoop the crowd Another"
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3409506817_775e38d219.jpg,"a red , group of people in front of a big , big red car ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/265223843_9ef21e1872.jpg,a man is diving from a big rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/450596617_ed37ec0fe4.jpg,Two people on a boat taking pictures .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1119418776_58e4b93eac.jpg,A black and brown dog with a red toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2439154641_bbf985aa57.jpg,A woman wearing a pink shirt and shorts jumps a rock into the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/95734036_bef6d1a871.jpg,A male bicyclist is riding on a mountain trail and in a forest .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3019857541_3de3e24f54.jpg,Dog leaps over the red ball in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3093970461_825b0cac2f.jpg,A young woman is walking a red guitar on the side of the snow with a balloon or a bear .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/444881000_bba92e585c.jpg,Three people and a girl walk on the lawn .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/639865690_d66d480879.jpg,A man holding an orange stick is walking through an empty field of trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3430100177_5864bf1e73.jpg,A boy is holding a young boy 's hand across a busy sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3293753378_7a8ddb98b2.jpg,a woman holds a small dog at a dog show .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1580172290_e19067e0dd.jpg,The boy and the baby play the inside the face with a seated boy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/290650302_ade636da35.jpg,A blond woman with brown hair holds her purse to her eyes while her mouth on the green floor .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3457315666_b943111dec.jpg,A dog jumps over a barrier in a living room .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2860041212_797afd6ccf.jpg,Two bird are in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3713324467_104d72f7db.jpg,A man and a woman are standing next to a boat that is beginning to climb them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2319087586_919472310f.jpg,Tattooed man with a blue and black beard hands and a cardboard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/369047365_35476becc9.jpg,A dog is walking through a field of mountain landscape .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/472396131_6e97068d93.jpg,a white dog running in the grass with a toy in his mouth
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/316833109_6500b526dc.jpg,A dog runs through green grass with his tongue hanging out .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2855727603_e917ded363.jpg,A wet German Shephard carries a small log in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2937178897_ab3d1a941a.jpg,a man and woman riding down the street together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/310260324_7f941814bc.jpg,Several children are standing in a row of tropical leaves .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2205328215_3ffc094cde.jpg,A mountain biker jumps in the air on a red bicycle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2913818905_8e4d9aa82a.jpg,A black dog runs down the side of wet of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3154293126_e52bd07524.jpg,A snowboarder jumps up to jump to jump to jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2688102742_885e578a3f.jpg,A man in a white t-shirt is riding a bike down the street in front of a store .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1002674143_1b742ab4b8.jpg,A little girl runs in the grass with a ribbon in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2325386353_1f1a05e1ce.jpg,A man is carries a large metal with a two of other cars nearby .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/382151094_c7376cf22b.jpg,the boy eating the left of the eyes with his eyes closed .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2558911884_856dfc3951.jpg,A girl in a pink shirt is kicking a bucket in his arms .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2129430111_338a94f8fb.jpg,A hiker is standing on a mountain near a mountain scene .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1248734482_3038218f3b.jpg,A woman poses for a picture and a toddler .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/109202756_b97fcdc62c.jpg,A woman is looking over a fallen of dogs in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3235542079_2fcf4951a1.jpg,A skier takes a picture of a ski and a large wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3188319076_71724fcc07.jpg,A brown and white dog runs in the sand with a red toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/312156254_ef31dca5ed.jpg,A black dog plays with a soccer ball in the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3253060519_55d98c208f.jpg,An people walking by a building with a red and orange sail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2899501488_90d5da5474.jpg,"Racing woman on yellow motorcycle , TEAM legs and spectators in background ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/396179143_e1511336e1.jpg,The small dog is standing in the snow and chewing on a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3625049113_554d82c2a1.jpg,A boy in a white helmet and a helmet is doing a skateboard trick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3422979565_e08cd77bfe.jpg,A man in a white hat holds a child in a crowd of people behind him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3002448718_a478c64fb4.jpg,People stand in front of a crowd of people with orange shirts .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/386160015_d4b31df68e.jpg,A brown dog is playing with a large brown dog on the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3134644844_493eec6cdc.jpg,A woman playing a guitar and a cat on a playing trail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2490365757_b869282cb3.jpg,A man takes pictures of his white tulips .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/47870024_73a4481f7d.jpg,A boy wearing a helmet is jumping off a metal railing in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1357689954_72588dfdc4.jpg,A boy in a red shirt and jeans is climbing a rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1895768965_43cd9d164f.jpg,Dog running with a stick in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2423550887_ffc9bbcf71.jpg,A white and a bird .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3759230208_1c2a492b12.jpg,A little boy swimming in a pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3014546644_d53db746ec.jpg,A dog runs into an autumn forest .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2279496715_8ef3ee6edb.jpg,"A boy plays in the scoop of a toy with a balloon , holding a toy with a balloon ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2281006675_fde04e93dd.jpg,A dog and a ball on a beach with a stick in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3576060775_d9121519cc.jpg,Woman is playing cricket and another dog is running through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1449625950_fc9a8d02d9.jpg,A small brown and white dog races across a green field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1075867198_27ca2e7efe.jpg,Dog playing cricket in the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3195969533_98f5de0fab.jpg,A black and a white dog play in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1419286010_b59af3962a.jpg,A person standing in a boat towards the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/263231469_e85c74f5fd.jpg,Dog has a ball in the dirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3122497129_d08f5729b8.jpg,Dog and cow in snowy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3278811919_d5a3432af6.jpg,A mountain climber is jumping up in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1234293791_6566284bcd.jpg,A horse and a girl ride a small horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3524914023_4e96edb09f.jpg,A person playing cricket in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2619267133_53a5904ef4.jpg,A person is looking through a horse and a person is looking through the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2333584535_1eaf9baf3e.jpg,Dog running through snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1332208215_fa824f6659.jpg,Several people in a blue and white bus are in front of a red and white bus .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/214543992_ce6c0d9f9b.jpg,A dog jumps to catch a toy in a run park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2780087302_6a77658cbf.jpg,A woman and a young girl stand in the park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2550011909_6b95f11330.jpg,A group of kids playing in a small plane .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3336808362_c17837afd8.jpg,A man and a woman are watching a game of people that look the other black and white bus are watching .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3404552106_f516df0f5b.jpg,There are five women in pink and purple dresses in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2389107995_ec756f3514.jpg,a black dog swimming in the water with a stick in his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/479807833_85eed6899c.jpg,A mountain biker in a red jacket rides through a hill on a snow hill .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3048380686_732db55281.jpg,A hockey player gets ready to the left during a game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/284279868_2ca98e3dcd.jpg,Two black dogs play in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2891924845_92f69b0f18.jpg,Four guys are talking on a cellphone in an area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/822836318_21544f0f78.jpg,A man in a white coat is sledding in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/472535997_0dbf42b9f3.jpg,A girl in a pink and pink dress is running with a balloon nearby a wooden fence .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/272156850_c4445a53f4.jpg,A woman in a red top is standing in the mountains .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241347635_e691395c2f.jpg,A softball player blocks up as his shortstop nearby .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/278608022_4175813019.jpg,A girl in a red and white coat looks towards the goal .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3028095878_07341efc9c.jpg,A person in an orange and white jersey is running with a soccer ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2176147758_9a8deba576.jpg,A man in a red jacket walks a small bicycle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1082252566_8c79beef93.jpg,There are three dogs starring at a rocky patch .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/244910130_e1f823a28a.jpg,A man is wearing a red sweatshirt and glasses is playing cricket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2144049642_070cf541b4.jpg,a boy holds a huge stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/798343627_7492fe0c12.jpg,A female in a pink shirt blowing a bubble wand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2637959357_dd64a03efa.jpg,A dog with a red collar runs on the beach with a stick in his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3707738261_777075e885.jpg,A girl in a red and pink rope is playing with two trees in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2638369467_8fc251595b.jpg,A little girl running while running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2569643552_23696a9ba5.jpg,Two dogs play with a toy in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2710698257_2e4ca8dd44.jpg,A man fishes at the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2602866141_be9928408d.jpg,Boys are taking backstand in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/967719295_3257695095.jpg,A dog running through water .
